index,nuclear_omega,nuclear_bid,wind_303_omega,wind_303_bid,wind_317_omega,wind_317_bid,wind_122_omega,wind_122_bid,pv_omega,pv_bid,tail_omega,tail_bid,oat_site,anchor,start_date,num_days,provisional
1,0.13576022349298,24.910149476490915,0.9962483168113977,37.53558079712093,0.508188370289281,10.319914054125547,0.4053420903626829,35.416264636442065,0.06719372488558292,23.976999754086137,0.16468437256291507,21.840766733512282,,False,01-01-2020,366,False
2,0.27977759847417477,31.828679549507797,0.2339380984660238,18.94502823241055,0.6313230984844268,31.23999691568315,0.8870956353843212,23.296649251133204,0.6751977443136276,32.63576026074588,0.8586787912622095,36.518765864893794,,False,01-01-2020,366,False
3,0.47996389656327665,16.308119134046137,0.5660219794604927,27.68454055301845,0.972070173965767,37.66501319594681,0.0972602874506265,15.490717524662614,0.5034472504071892,31.605474380776286,0.7306369734182954,27.143217409029603,,False,01-01-2020,366,False
4,0.17461550501175227,34.169862498529255,0.30376240122132003,15.656423615291715,0.16747098015621303,20.73296196758747,0.7140022205188871,25.856453590095043,0.23590324822813272,11.66273252107203,0.29365235062316064,12.46471849270165,,False,01-01-2020,366,False
5,0.23778107636608187,20.621991329826415,0.14044980872422458,13.366024177521467,0.2708296021912247,16.87467772513628,0.203455267008394,11.935517871752381,0.5948561220988632,36.46813377737999,0.5903668784722685,15.263647185638547,,False,01-01-2020,366,False
6,0.4308817497920245,38.50777026731521,0.8485981536097824,31.806894950568676,0.8677901594899595,26.543725142255425,0.6104709099512547,31.687183938920498,0.3273121184669435,20.27642099186778,0.4262709196843207,30.117427119985223,,False,01-01-2020,366,False
7,0.3567392191849649,22.964440970681608,0.4570351403206587,21.32742313668132,0.7346753785852344,34.8437752854079,0.5033030875958502,37.03929658047855,0.15860850246623157,15.480512138456106,0.052884876672178505,35.741879446431994,,False,01-01-2020,366,False
8,0.10096518490463496,29.907763595692813,0.6540036565624178,33.20584397763014,0.40390201387926933,21.662748996168375,0.7790419594850391,19.276314321905375,0.7666125175356865,27.890303507447243,0.9628248336538673,20.887597938999534,,False,01-01-2020,366,False
9,0.061900810524821284,17.967429254204035,0.5062901598401368,29.759374177083373,0.5655378407333046,19.095419691875577,0.24111869153566656,11.37691437266767,0.5227740592323245,11.881434563547373,0.9367843464389444,23.600510898977518,,False,01-01-2020,366,False
10,0.36769272545352577,36.02487534284592,0.7239047544077039,11.663427883759141,0.4552174135111272,39.30813401937485,0.5762900991365314,29.0043986402452,0.4022446757182479,29.49873697012663,0.08750594140961766,38.51291274651885,,False,01-01-2020,366,False
