index,oat_site,anchor,num_days,start_date,rho_h2,true_curtailment_mwh,load_shed_mwh,total_cost_raw_usd,reserve_shortfall_mwh,thermal_starts,synthetic_bid_cost_usd,total_cost_less_synthetic_usd,pem_withheld_mwh_total,h2_kg_total,delta_curtailment_mwh,delta_load_shed_mwh,delta_cost_less_synthetic_usd_APPROX,delta_reserve_shortfall_mwh,delta_thermal_starts
1,,False,366,01-01-2020,2.0,1557403.716885,40092.88445,499237807.736891,186191.368794,5140,1077747.255617,498160060.48127395,420023.7685929999,8400475.371859998,-131172.06053699972,-1407.2308880000055,-24320713.327809036,-17489.986074999993,-43
2,,False,366,01-01-2020,2.0,1345536.3500050001,39377.012892,503039748.817006,171816.293435,4848,2279026.4624199998,500760722.354586,838239.432022,16764788.640439998,-343039.4274169996,-2123.1024460000044,-21720051.45449698,-31865.061434000003,-335
3,,False,366,01-01-2020,2.0,1178779.396717,35737.751588,505739720.300863,162019.724732,4684,3103418.2942089997,502636302.006654,1160876.405136,23217528.10272,-509796.38070499967,-5762.363750000004,-19844471.80242896,-41661.630137,-499
4,,False,366,01-01-2020,2.0,1062994.848793,33686.789087,508104382.21669,146009.30667,4491,3668904.494619,504435477.722071,1421199.4082219999,28423988.16444,-625580.9286289997,-7813.326251000006,-18045296.087011993,-57672.04819900001,-692
5,,False,366,01-01-2020,2.0,983308.2274420001,30700.994961,510315702.759632,135780.441641,4342,4055727.570877,506259975.188755,1640455.46072,32809109.2144,-705267.5499799997,-10799.120377000003,-16220798.62032801,-67900.91322799999,-841
6,,False,366,01-01-2020,2.0,924911.425975,26922.100888,512785341.610494,131304.040456,4223,4367729.763556,508417611.846938,1822391.6521019996,36447833.04203999,-763664.3514469997,-14578.014450000002,-14063161.96214497,-72377.31441300001,-960
7,,False,366,01-01-2020,2.0,887976.077763,26410.277682,514490248.35493,120790.207561,4103,4325946.813408,510164301.54152197,1978378.592157,39567571.84314,-800599.6996589997,-15089.837656000003,-12316472.267561018,-82891.147308,-1080
8,,False,366,01-01-2020,2.0,835568.092063,24854.616743,515773870.887582,121573.944787,4109,4724206.814269999,511049664.073312,2085458.9860369998,41709179.72074,-853007.6853589998,-16645.498595000005,-11431109.735771,-82107.410082,-1074
9,,False,366,01-01-2020,2.0,825058.7138210001,24184.279466,516473463.09886,118859.602242,4059,4854196.828039,511619266.27082103,2144082.479289,42881649.585779995,-863517.0636009997,-17315.835872000003,-10861507.53826195,-84821.75262700001,-1124
10,,False,366,01-01-2020,2.0,1447950.721228,42013.595551,506381808.855163,185957.430444,4928,1702089.2113900003,504679719.64377296,821830.8996929998,16436617.993859995,-240625.0561939997,513.4802129999953,-17801054.165310025,-17723.924425000005,-255
11,,False,366,01-01-2020,2.0,1254991.776325,38744.488303,510543875.441146,169211.776733,4754,2825261.984364,507718613.45678204,1241999.223967,24839984.47934,-433584.00109699974,-2755.627035000005,-14762160.352300942,-34469.578136,-429
12,,False,366,01-01-2020,2.0,1091103.500323,35546.434968,513158140.063253,156659.568249,4632,3593074.196817,509565065.866436,1566050.6875579997,31321013.751159996,-597472.2770989998,-5953.680370000002,-12915707.94264698,-47021.78662,-551
13,,False,366,01-01-2020,2.0,987262.4981120001,33095.9053,515890321.966653,145871.055892,4443,4018664.2783020004,511871657.688351,1829871.0936209997,36597421.87242,-701313.2793099997,-8404.210038000005,-10609116.12073201,-57810.298977,-740
14,,False,366,01-01-2020,2.0,909560.524588,32244.450775,518251011.672793,136693.619195,4327,4409029.405843,513841982.26694995,2049038.5948349999,40980771.896699995,-779015.2528339997,-9255.664563000002,-8638791.542133033,-66987.735674,-856
15,,False,366,01-01-2020,2.0,856253.0407499999,28463.163705,519920881.723282,127191.249931,4148,4559801.400655,515361080.322627,2235005.541169,44700110.82337999,-832322.7366719998,-13036.951633000004,-7119693.486455977,-76490.104938,-1035
16,,False,366,01-01-2020,2.0,817003.515247,25735.890226,521912453.971667,122623.987431,4104,4805689.8759699995,517106764.095697,2383800.6955899997,47676013.9118,-871572.2621749997,-15764.225112000004,-5374009.713385999,-81057.367438,-1079
17,,False,366,01-01-2020,2.0,788438.254424,24447.531007,523113630.974448,117820.146007,4029,4886237.502139,518227393.47230905,2498823.8988329996,49976477.97665999,-900137.5229979997,-17052.584331000002,-4253380.336773932,-85861.208862,-1154
18,,False,366,01-01-2020,2.0,765572.2593970001,23524.129866,524219200.849685,117692.60752,3863,4907848.342823,519311352.506862,2560156.871415,51203137.4283,-923003.5180249996,-17975.985472000004,-3169421.302221,-85988.747349,-1320
19,,False,366,01-01-2020,2.0,1375201.104748,39960.920789,514085449.059633,182977.392836,4845,2349189.409946,511736259.649687,1222717.7147780003,24454354.295560006,-313374.6726739998,-1539.1945489999998,-10744514.159395993,-20703.96203299999,-338
20,,False,366,01-01-2020,2.0,1172852.700513,37590.684054,518221632.105643,167802.486928,4636,3470770.8243080005,514750861.281335,1642925.823016,32858516.46032,-515723.0769089998,-3909.4312840000057,-7729912.527747989,-35878.867941000004,-547
21,,False,366,01-01-2020,2.0,1014138.0810519999,32727.364659,521006994.293658,154217.337655,4500,4083070.834508,516923923.45915,1970865.091662,39417301.83324,-674437.6963699998,-8772.750679000004,-5556850.349932969,-49464.01721399999,-683
22,,False,366,01-01-2020,2.0,908142.1941210001,30879.884562,523108825.66508,142276.453619,4373,4528058.078964,518580767.586116,2234200.5686450005,44684011.37290001,-780433.5833009996,-10620.230776000004,-3900006.222966969,-61404.901249999995,-810
23,,False,366,01-01-2020,2.0,833422.412637,27148.097862,526130085.133275,130656.702406,4158,4784552.342572,521345532.790703,2456714.8414590005,49134296.82918001,-855153.3647849998,-14352.017476000005,-1135241.0183799863,-73024.652463,-1025
24,,False,366,01-01-2020,2.0,793399.4366230001,27012.659489,527943001.814264,118751.334632,3998,4839264.742095,523103737.072169,2645083.277664,52901665.55328,-895176.3407989996,-14487.455849000002,622963.263086021,-84930.020237,-1185
25,,False,366,01-01-2020,2.0,755052.152263,23377.138155,530115589.294806,111002.274129,3878,4945729.252042,525169860.042764,2797364.0312139997,55947280.62427999,-933523.6251589997,-18122.977183000003,2689086.233681023,-92679.08074,-1305
26,,False,366,01-01-2020,2.0,734335.984381,20992.286541,531000760.211514,112902.262152,3805,5110942.312901,525889817.898613,2910270.598592,58205411.97184,-954239.7930409997,-20507.828797000002,3409044.089529991,-90779.092717,-1378
27,,False,366,01-01-2020,2.0,724318.20011,21212.931829,531934774.707306,112606.127037,3792,5230913.509176,526703861.19813,2969144.562289,59382891.24578,-964257.5773119997,-20287.183509000002,4223087.389047027,-91075.227832,-1391
28,,False,366,01-01-2020,2.0,1280020.91359,38866.480244,521770399.204008,176049.222154,4831,2992587.117045,518777812.086963,1623697.0920759998,32473941.841519997,-408554.8638319997,-2633.6350940000048,-3702961.722119987,-27632.132715000014,-352
29,,False,366,01-01-2020,2.0,1086699.520539,37185.769199,525924794.534924,164282.61974,4634,3994542.6694020005,521930251.86552197,2046895.8468649997,40937916.9373,-601876.2568829998,-4314.346139000001,-550521.9435610175,-39398.73512900001,-549
30,,False,366,01-01-2020,2.0,941853.620858,32332.624633,528810326.265571,148999.350943,4388,4585728.488158,524224597.777413,2375362.970297,47507259.405939996,-746722.1565639997,-9167.490705000004,1743823.9683300257,-54682.003926000005,-795
31,,False,366,01-01-2020,2.0,850694.0468309999,27682.940045,531577065.11313,138157.222178,4220,5049969.767438,526527095.345692,2638217.096415,52764341.9283,-837881.7305909998,-13817.175293000004,4046321.536608994,-65524.132691000006,-963
32,,False,366,01-01-2020,2.0,785828.798605,25628.391084,533661679.032469,122100.795238,4053,4948609.52407,528713069.50839895,2869677.731899,57393554.63798,-902746.9788169997,-15871.724254000004,6232295.699315965,-81580.559631,-1130
33,,False,366,01-01-2020,2.0,737709.3552819999,24951.751702,535803026.188335,116920.319497,3961,5186734.570123,530616291.618212,3053460.8519479996,61069217.038959995,-950866.4221399998,-16548.363636000002,8135517.809129,-86761.035372,-1222
34,,False,366,01-01-2020,2.0,707502.788548,23677.228871,537699932.074585,110181.652365,3868,5322285.240714,532377646.83387095,3205014.4514849996,64100289.029699996,-981072.9888739997,-17822.886467000004,9896873.024787962,-93499.702504,-1315
35,,False,366,01-01-2020,2.0,675147.739262,20615.957721,539059345.159692,109798.812137,3674,5517008.349373,533542336.81031907,3317183.2676669997,66343665.35333999,-1013428.0381599998,-20884.157617000004,11061563.001236081,-93882.542732,-1509
36,,False,366,01-01-2020,2.0,672241.337054,21426.320881,540228538.672236,105955.441536,3703,5182650.457414,535045888.214822,3387415.458565,67748309.1713,-1016334.4403679997,-20073.794457000004,12565114.40573901,-97725.913333,-1480
37,,False,366,01-01-2020,2.0,1204836.5674339999,37634.837261,529421593.410464,177777.073504,4828,3789251.1581730004,525632342.25229096,2021196.171046,40423923.42092,-483739.2099879999,-3865.2780770000027,3151568.443207979,-25904.281365000003,-355
38,,False,366,01-01-2020,2.0,1012373.4943459999,31546.833334,534314785.610998,153938.885466,4568,4619582.535836,529695203.075162,2448685.530208,48973710.604159996,-676202.2830759998,-9953.282004000004,7214429.266079009,-49742.469402999996,-615
39,,False,366,01-01-2020,2.0,879949.458021,30415.248515,536667034.482489,148647.457857,4317,5411244.576142,531255789.906347,2772140.7480969997,55442814.96193999,-808626.3194009997,-11084.866823000004,8775016.097263992,-55033.897012,-866
40,,False,366,01-01-2020,2.0,780035.3867899999,26331.643693,539140883.046627,129055.843006,4123,5285098.373258,533855784.67336905,3049754.561268,60995091.22536,-908540.3906319998,-15168.471645000001,11375010.864286065,-74625.511863,-1060
41,,False,366,01-01-2020,2.0,725108.1483189999,23436.116538,541808351.175084,117046.967362,4037,5559788.610055,536248562.565029,3271813.9347480005,65436278.69496001,-963467.6291029998,-18063.998800000005,13767788.75594604,-86634.387507,-1146
42,,False,366,01-01-2020,2.0,680690.266054,24038.88104,543647113.408551,113129.005486,3872,5524368.222519,538122745.1860319,3462435.6906399997,69248713.81279999,-1007885.5113679997,-17461.234298000003,15641971.376948953,-90552.34938300001,-1311
43,,False,366,01-01-2020,2.0,655752.041154,21077.939917,545875498.984127,103528.148104,3806,5662498.084347,540213000.89978,3613924.810391,72278496.20782,-1032823.7362679997,-20422.175421000004,17732227.09069705,-100153.206765,-1377
44,,False,366,01-01-2020,2.0,633187.168464,19555.738993,547296441.361896,102208.898881,3754,5651073.231298,541645368.1305981,3731247.325617,74624946.51234,-1055388.6089579999,-21944.376345000004,19164594.321515083,-101472.455988,-1429
45,,False,366,01-01-2020,2.0,616182.906939,19922.131575,548165678.736894,98918.15391,3801,5773090.362919,542392588.373975,3790070.140928,75801402.81856,-1072392.8704829998,-21577.983763000004,19911814.564892054,-104763.20095900001,-1382
46,,False,366,01-01-2020,2.0,1139256.9278179999,34399.25649,537631056.069519,166670.765322,4640,4524503.768487,533106552.30103207,2420230.5357880006,48404610.71576001,-549318.8496039999,-7100.8588480000035,10625778.491949081,-37010.58954700001,-543
47,,False,366,01-01-2020,2.0,965014.353467,32379.085922,541867615.755133,151956.870867,4338,5321947.8854789995,536545667.86965406,2848542.076464,56970841.52928001,-723561.4239549998,-9121.029416000005,14064894.060571074,-51724.48400200001,-845
48,,False,366,01-01-2020,2.0,807378.202458,26263.812045,545058730.224276,134320.114294,4152,5629773.806677,539428956.417599,3184093.197333,63681863.946660005,-881197.5749639997,-15236.303293000004,16948182.608515978,-69361.240575,-1031
49,,False,366,01-01-2020,2.0,734810.31843,24812.809824,547404007.298111,123391.385952,3982,5903002.169825,541501005.128286,3451722.646354,69034452.92708,-953765.4589919997,-16687.305514000003,19020231.31920302,-80289.968917,-1201
50,,False,366,01-01-2020,2.0,680667.67336,26205.147554,550027242.69811,117587.661893,3881,5945908.420267001,544081334.277843,3679576.619491,73591532.38982001,-1007908.1040619997,-15294.967784000004,21600560.468760014,-86093.692976,-1302
51,,False,366,01-01-2020,2.0,640583.553354,23423.691868,552170685.959324,106191.395873,3753,6010852.631896,546159833.327428,3867689.2604,77353785.208,-1047992.2240679997,-18076.42347,23679059.518345,-97489.958996,-1430
52,,False,366,01-01-2020,2.0,614778.92403,18399.264207,554365055.740645,101037.986485,3631,5729961.446045,548635094.2946,4029653.906346,80593078.12692,-1073796.8533919998,-23100.851131000003,26154320.485517025,-102643.368384,-1552
53,,False,366,01-01-2020,2.0,589133.780837,20879.114065,555926669.617191,100500.965718,3681,6012393.238152999,549914276.379038,4139630.0054439995,82792600.10887998,-1099441.9965849998,-20621.001273,27433502.56995499,-103180.389151,-1502
54,,False,366,01-01-2020,2.0,577248.025273,17644.978146,556843025.268954,99786.789231,3623,5939241.982404,550903783.28655,4203332.030435,84066640.60869999,-1111327.7521489998,-23855.137192000002,28423009.47746706,-103894.565638,-1560
55,,False,366,01-01-2020,2.0,1088354.831371,37454.699938,546114693.769825,157839.84906,4475,5372374.981026,540742318.7887989,2816098.075473,56321961.509459995,-600220.9460509997,-4045.4154000000053,18261544.979715943,-45841.505808999995,-708
56,,False,366,01-01-2020,2.0,899817.9627479999,32189.087977,550097224.380935,146213.074565,4281,6220074.383253,543877149.997682,3243153.234018,64863064.68036,-788757.8146739998,-9311.027361000004,21396376.18859899,-57468.280304000014,-902
57,,False,366,01-01-2020,2.0,762724.7487689999,28041.95384,553064218.26526,129487.618558,4138,6347483.217653,546716735.047607,3583214.782059,71664295.64118,-925851.0286529998,-13458.161498000005,24235961.23852396,-74193.736311,-1045
58,,False,366,01-01-2020,2.0,681981.436703,25568.481387,555343349.680202,121664.492502,3976,6735405.743724,548607943.936478,3847976.877007,76959537.54014,-1006594.3407189997,-15931.633951000003,26127170.127395034,-82016.86236700001,-1207
59,,False,366,01-01-2020,2.0,633210.187007,23120.234999,558410878.152284,109250.386536,3763,6373126.001867,552037752.150417,4085960.49995,81719209.999,-1055365.5904149998,-18379.880339000003,29556978.341333985,-94430.968333,-1420
60,,False,366,01-01-2020,2.0,604735.318032,20322.338403,560880378.42207,104658.633758,3703,6532106.379966,554348272.042104,4271722.236698,85434444.73396,-1083840.4593899997,-21177.776935,31867498.23302102,-99022.721111,-1480
61,,False,366,01-01-2020,2.0,575378.281815,19241.190904,562899180.022098,98647.282574,3607,6259003.007943,556640177.0141549,4433492.187296,88669843.74592,-1113197.4956069998,-22258.924434000004,34159403.205071926,-105034.072295,-1576
62,,False,366,01-01-2020,2.0,554468.558088,17668.681658,564381942.301771,97434.805325,3562,6472252.659426,557909689.6423451,4545197.839914,90903956.79828,-1134107.2193339998,-23831.433680000002,35428915.833262086,-106246.54954400001,-1621
63,,False,366,01-01-2020,2.0,546577.971806,15862.033818,565350573.601248,97153.915285,3517,6625001.321281,558725572.2799671,4603252.366966,92065047.33932,-1141997.8056159997,-25638.081520000003,36244798.470884085,-106527.439584,-1666
64,,False,366,01-01-2020,2.0,1034642.400899,35990.561006,554534378.548857,153336.993671,4416,6415706.638902,548118671.909955,3207079.104029,64141582.080579996,-653933.3765229997,-5509.554332,25637898.10087204,-50344.361198,-767
65,,False,366,01-01-2020,2.0,855769.879396,30167.483481,558458547.225074,140979.825632,4153,7036592.979023,551421954.2460511,3639804.5891340002,72796091.78268,-832805.8980259998,-11332.631857000004,28941180.43696809,-62701.52923700001,-1030
66,,False,366,01-01-2020,2.0,721965.162736,25340.831755,561573443.348157,118796.219059,3942,6864156.645256,554709286.702901,3987362.266372,79747245.32744,-966610.6146859997,-16159.283583000004,32228512.89381802,-84885.13581,-1241
67,,False,366,01-01-2020,2.0,633455.833794,23646.634211,563802071.736391,106865.675391,3858,7043319.728188,556758752.0082029,4257343.347395,85146866.9479,-1055119.9436279996,-17853.481127000003,34277978.199119925,-96815.679478,-1325
68,,False,366,01-01-2020,2.0,593067.7065419999,20872.966664,566804283.541867,105219.634073,3750,7024453.346206,559779830.1956611,4486741.636345,89734832.7269,-1095508.0708799998,-20627.148674000004,37299056.38657808,-98461.72079600001,-1433
69,,False,366,01-01-2020,2.0,560408.032488,21147.168985,569446017.079067,93621.190881,3603,6654508.498825,562791508.580242,4685726.503730999,93714530.07461998,-1128167.7449339996,-20352.946353000003,40310734.77115905,-110060.163988,-1580
70,,False,366,01-01-2020,2.0,527566.27211,17547.1094,571476321.814397,92126.423067,3567,6802320.270458,564674001.543939,4836973.57574,96739471.51480001,-1161009.5053119997,-23953.005938000002,42193227.73485601,-111554.931802,-1616
71,,False,366,01-01-2020,2.0,519304.977131,17244.469346,573420351.187686,88433.636376,3506,6537788.1357040005,566882563.0519819,4960623.773008,99212475.46016,-1169270.8002909997,-24255.645992,44401789.24289894,-115247.71849300001,-1677
72,,False,366,01-01-2020,2.0,508346.44338000007,15857.18801,574021827.942031,90408.928018,3472,6805300.745738,567216527.196293,5015809.201363,100316184.02726,-1180229.3340419997,-25642.927328000005,44735753.38721001,-113272.426851,-1711
73,,False,366,01-01-2020,2.0,1001058.83293,29589.086171,562654835.064121,134258.235618,4191,6968345.623647,555686489.440474,3610678.809416,72213576.18832,-687516.9444919997,-11911.029167000004,33205715.63139105,-69423.119251,-992
74,,False,366,01-01-2020,2.0,814240.054063,28144.90824,567085018.233909,123832.880426,4029,7616799.762045,559468218.471864,4042715.099554,80854301.99108,-874335.7233589997,-13355.207098000003,36987444.662781,-79848.474443,-1154
75,,False,366,01-01-2020,2.0,689530.240461,26897.739783,569940336.0239,112461.634729,3848,7659446.340922,562280889.682978,4384895.703984,87697914.07968,-999045.5369609997,-14602.375555000002,39800115.87389505,-91219.72014,-1335
76,,False,366,01-01-2020,2.0,604451.788493,23289.209047,572321742.571213,103760.208821,3749,7560893.2877050005,564760849.2835081,4661819.688413,93236393.76826,-1084123.9889289998,-18210.906291000003,42280075.47442508,-99921.14604800001,-1434
77,,False,366,01-01-2020,2.0,567972.352719,19533.832864,575376987.868558,96795.398506,3529,7421292.321618,567955695.5469401,4894236.34197,97884726.83940001,-1120603.4247029996,-21966.282474000003,45474921.7378571,-106885.956363,-1654
78,,False,366,01-01-2020,2.0,528726.907805,16925.921941,577569923.783394,86299.306472,3559,7019872.995294,570550050.7881,5094008.071319,101880161.42638,-1159848.8696169998,-24574.193397000003,48069276.97901702,-117382.048397,-1624
79,,False,366,01-01-2020,2.0,506024.56448,15817.006294,580579259.150007,85725.083284,3420,7380027.019594999,573199232.130412,5239946.587017,104798931.74034,-1182551.2129419998,-25683.109044000004,50718458.321329,-117956.27158500001,-1763
80,,False,366,01-01-2020,2.0,482289.24361299997,14512.5618,581657753.929663,80108.805483,3443,6758924.469272,574898829.4603909,5372511.04467,107450220.8934,-1206286.5338089997,-26987.553538000004,52418055.65130794,-123572.549386,-1740
81,,False,366,01-01-2020,2.0,470464.739834,12464.768246,582670621.720259,81213.597429,3381,7275317.6182,575395304.102059,5421474.459551,108429489.19102,-1218111.0375879998,-29035.347092000004,52914530.29297602,-122467.75744,-1802
