index,site,kind,pem_capacity_mw,pem_bid,h2_mwh,h2_kg,pem_grid_sales_mwh,site_market_revenue_usd,uplift_usd
1,121_NUCLEAR_1,thermal,20.0,40.0,168411.55395299988,3368231.0790599976,,76839083.897222,0.0
1,303_WIND_1,renewable,42.35,40.0,251612.21464000002,5032244.2928,19675.23536,-3014541.6112779994,0.0
2,121_NUCLEAR_1,thermal,20.0,40.0,168702.9301499999,3374058.6029999983,,77423306.99096,0.0
2,303_WIND_1,renewable,142.9736,40.0,669536.501872,13390730.037440002,49998.591728,447821.0147740003,0.0
3,121_NUCLEAR_1,thermal,20.0,40.0,168940.02815499995,3378800.563099999,,77748759.953117,0.0
3,303_WIND_1,renewable,243.5125,40.0,991936.376981,19838727.539619997,70845.485519,3906667.3103409996,0.0
4,121_NUCLEAR_1,thermal,20.0,40.0,169591.44977599988,3391828.9955199976,,78142280.060185,0.0
4,303_WIND_1,renewable,344.0514,40.0,1251607.958446,25032159.16892,85634.062154,9000325.695081,0.0
5,121_NUCLEAR_1,thermal,20.0,40.0,170338.76453300007,3406775.2906600013,,78534777.601936,0.0
5,303_WIND_1,renewable,444.675,40.0,1470116.696187,29402333.92374,96051.953812,10526631.998466,0.0
6,121_NUCLEAR_1,thermal,20.0,40.0,170733.02984499978,3414660.5968999956,,78793233.581865,0.0
6,303_WIND_1,renewable,545.2986000000001,40.0,1651658.6222569998,33033172.445139997,104246.273943,9920244.827016,0.0
7,121_NUCLEAR_1,thermal,20.0,40.0,171325.69229299994,3426513.845859999,,79125932.722937,0.0
7,303_WIND_1,renewable,645.8375,40.0,1807052.899864,36141057.99728,103794.362636,8923980.49468,0.0
8,121_NUCLEAR_1,thermal,20.0,40.0,170987.0692019998,3419741.384039996,,79585042.238372,0.0
8,303_WIND_1,renewable,746.3764,40.0,1914471.916835,38289438.3367,113412.239565,9017397.227614999,0.0
9,121_NUCLEAR_1,thermal,20.0,40.0,171177.19978399994,3423543.995679999,,79691107.887119,0.0
9,303_WIND_1,renewable,847.0,40.0,1972905.279505,39458105.5901,116852.120495,8402556.0704,0.0
10,121_NUCLEAR_1,thermal,67.52,40.0,570086.8408809998,11401736.817619996,,72607646.179499,0.0
10,303_WIND_1,renewable,42.35,40.0,251744.058812,5034881.17624,19543.391188,-4190230.241467,0.0
11,121_NUCLEAR_1,thermal,67.52,40.0,572447.134972,11448942.69944,,72815484.400854,0.0
11,303_WIND_1,renewable,142.9736,40.0,669552.088995,13391041.7799,49983.004605,940037.2779989997,0.0
12,121_NUCLEAR_1,thermal,67.52,40.0,573330.2218129998,11466604.436259996,,72867486.77149,0.0
12,303_WIND_1,renewable,243.5125,40.0,992720.4657449999,19854409.3149,70061.396755,5457841.467557,0.0
13,121_NUCLEAR_1,thermal,67.52,40.0,575106.6785439998,11502133.570879996,,73072743.999514,0.0
13,303_WIND_1,renewable,344.0514,40.0,1254764.415077,25095288.30154,82477.605523,9501397.473984001,0.0
14,121_NUCLEAR_1,thermal,67.52,40.0,576226.581851,11524531.63702,,73214242.84843,0.0
14,303_WIND_1,renewable,444.675,40.0,1472812.012984,29456240.25968,93356.637016,10477696.150366,0.0
15,121_NUCLEAR_1,thermal,67.52,40.0,577947.9559629997,11558959.119259994,,73358464.408902,0.0
15,303_WIND_1,renewable,545.2986000000001,40.0,1657057.585206,33141151.70412,98847.310994,9210660.764803,0.0
16,121_NUCLEAR_1,thermal,67.52,40.0,579365.1090309997,11587302.180619994,,73280221.314021,0.0
16,303_WIND_1,renewable,645.8375,40.0,1804435.586559,36088711.73118,106411.675941,9543897.523908999,0.0
17,121_NUCLEAR_1,thermal,67.52,40.0,580327.8622299996,11606557.244599992,,73544612.087177,0.0
17,303_WIND_1,renewable,746.3764,40.0,1918496.036603,38369920.73206,109388.119797,7775857.009351,0.0
18,121_NUCLEAR_1,thermal,67.52,40.0,579933.6935709999,11598673.871419998,,73304967.004686,0.0
18,303_WIND_1,renewable,847.0,40.0,1980223.177844,39604463.55688,109534.222156,7334587.273372,0.0
19,121_NUCLEAR_1,thermal,114.99999999999999,40.0,970513.2415860002,19410264.831720002,,67227263.10817,0.0
19,303_WIND_1,renewable,42.35,40.0,252204.473192,5044089.46384,19082.976808,-2984150.267033,0.0
20,121_NUCLEAR_1,thermal,114.99999999999999,40.0,972633.7515179999,19452675.03036,,67641278.404937,0.0
20,303_WIND_1,renewable,142.9736,40.0,670292.0714980001,13405841.429960001,49243.022102,810933.6276090005,0.0
21,121_NUCLEAR_1,thermal,114.99999999999999,40.0,975553.4482789999,19511068.965579998,,67433874.251465,0.0
21,303_WIND_1,renewable,243.5125,40.0,995311.6433829999,19906232.867659997,67470.219117,4684473.615287,0.0
22,121_NUCLEAR_1,thermal,114.99999999999999,40.0,979117.3231330002,19582346.462660003,,66800198.762602,0.0
22,303_WIND_1,renewable,344.0514,40.0,1255083.245512,25101664.910240002,82158.775088,9553739.91723,0.0
23,121_NUCLEAR_1,thermal,114.99999999999999,40.0,982582.1293990002,19651642.587980002,,66954507.395454,0.0
23,303_WIND_1,renewable,444.675,40.0,1474132.71206,29482654.2412,92035.93794,10851143.431958001,0.0
24,121_NUCLEAR_1,thermal,114.99999999999999,40.0,985078.196649,19701563.93298,,67106579.563013,0.0
24,303_WIND_1,renewable,545.2986000000001,40.0,1660005.081015,33200101.6203,95899.815185,10138540.958086,0.0
25,121_NUCLEAR_1,thermal,114.99999999999999,40.0,987710.0388420001,19754200.77684,,66941648.297422,0.0
25,303_WIND_1,renewable,645.8375,40.0,1809653.992372,36193079.84744,101193.270127,9245802.361774,0.0
