index,site,kind,pem_capacity_mw,pem_bid,h2_mwh,h2_kg,pem_grid_sales_mwh,site_market_revenue_usd,uplift_usd
1,121_NUCLEAR_1,thermal,20.0,40.0,168397.33929200005,3367946.785840001,,76970771.661645,0.0
1,122_WIND_1,renewable,35.675000000000004,40.0,215666.975691,4313339.51382,24015.574309,-2133692.88037,0.0
2,121_NUCLEAR_1,thermal,20.0,40.0,169144.10974500002,3382882.1949000005,,77946482.769047,0.0
2,122_WIND_1,renewable,120.4388,40.0,590875.925304,11817518.506080002,60627.579096,2618002.2044020006,0.0
3,121_NUCLEAR_1,thermal,20.0,40.0,170362.56537499977,3407251.3074999955,,78560202.706345,0.0
3,122_WIND_1,renewable,205.13125,40.0,896734.007724,17934680.15448,84783.554776,8090518.028100999,0.0
4,121_NUCLEAR_1,thermal,20.0,40.0,170744.70886400016,3414894.177280003,,79048092.32568,0.0
4,122_WIND_1,renewable,289.82370000000003,40.0,1156838.096653,23136761.933059998,106215.343847,9203604.502293,0.0
5,121_NUCLEAR_1,thermal,20.0,40.0,171448.49646400008,3428969.9292800017,,79955814.012606,0.0
5,122_WIND_1,renewable,374.58750000000003,40.0,1387461.2336519998,27749224.673039995,116145.641348,10531283.265335,0.0
6,121_NUCLEAR_1,thermal,20.0,40.0,172122.4035410001,3442448.070820002,,80022461.589711,0.0
6,122_WIND_1,renewable,459.35130000000004,40.0,1582491.574204,31649831.484079998,125629.081296,11689639.88417,0.0
7,121_NUCLEAR_1,thermal,20.0,40.0,172236.01301900018,3444720.2603800036,,80617393.599004,0.0
7,122_WIND_1,renewable,544.0437499999999,40.0,1751564.219759,35031284.39518,130072.373991,9657358.553885,0.0
8,121_NUCLEAR_1,thermal,20.0,40.0,172421.36273499997,3448427.2546999995,,80585929.520576,0.0
8,122_WIND_1,renewable,628.7361999999999,40.0,1895689.264905,37913785.2981,125888.028696,8678169.676515,0.0
9,121_NUCLEAR_1,thermal,20.0,40.0,172659.9228500002,3453198.457000004,,80471264.936669,0.0
9,122_WIND_1,renewable,713.5,40.0,1974741.419662,39494828.39324,127014.780338,7357061.082002,0.0
10,121_NUCLEAR_1,thermal,67.52,40.0,570673.986325,11413479.726499999,,72567263.176088,0.0
10,122_WIND_1,renewable,35.675000000000004,40.0,216856.84039,4337136.8078,22825.709609999998,5157.54460500041,0.0
11,121_NUCLEAR_1,thermal,67.52,40.0,575123.1421659999,11502462.843319997,,72436540.899106,0.0
11,122_WIND_1,renewable,120.4388,40.0,593576.236908,11871524.73816,57927.267492,5771572.479942,0.0
12,121_NUCLEAR_1,thermal,67.52,40.0,577454.960825,11549099.2165,,72952309.377606,0.0
12,122_WIND_1,renewable,205.13125,40.0,898542.380551,17970847.61102,82975.181949,9164874.488055,0.0
13,121_NUCLEAR_1,thermal,67.52,40.0,579182.5379339997,11583650.758679993,,73246442.898144,0.0
13,122_WIND_1,renewable,289.82370000000003,40.0,1159870.144313,23197402.88626,103183.296187,9891658.141701,0.0
14,121_NUCLEAR_1,thermal,67.52,40.0,582130.8323549996,11642616.647099992,,73335844.028561,0.0
